reaction_id,reaction_name,full_reaction,Oleic Acid MFA-Constrained GSM flux,Oleic Acid MFA-Constrained GSM LB,Oleic Acid MFA-Constrained GSM UB
FMNAT,FMN adenylyltransferase,atp[c] + fmn[c] + h[c] --> fad[c] + ppi[c],0.0,0.0,-0.0
FMNATm,FMN adenylyltransferase,atp[m] + fmn[m] + h[m] --> fad[m] + ppi[m],0.0,0.0,-0.0
FOLD3m,dihydropteroate synthase mitochondrial,2ahhmd[m] + 4abz[m] --> dhpt[m] + ppi[m],0.0,0.0,-0.0
FORt,formate transport via diffusion,for[e] <=> for[c],0.0,-20.15471721549,-0.0
FORtm,formate mitochondrial transport,for[m] --> for[c],0.0,0.0,-0.0
FRUK,fructose 1 phosphate kinase,atp[c] + f1p[c] --> adp[c] + fdp[c] + h[c],0.0,0.0,-0.0
FRUt2,D fructose transport in via proton symport,fru[e] + h[e] --> fru[c] + h[c],0.0,0.0,-0.0
FTHFCL,5 formethyltetrahydrofolate cyclo ligase,5fthf[c] + atp[c] --> adp[c] + methf[c] + pi[c],0.0,0.0,-0.0
FTHFCLm,5 formethyltetrahydrofolate cyclo ligase mitochondrial,5fthf[m] + atp[m] --> adp[m] + methf[m] + pi[m],0.0,0.0,703.14284562232
AHSERL2,O acetylhomoserine thiol lyase,achms[c] + h2s[c] --> ac[c] + h[c] + hcys_L[c],0.8392182901,0.0,19.01544548843
FTHFLm,formate tetrahydrofolate ligase mitochondrial,atp[m] + for[m] + thf[m] --> 10fthf[m] + adp[m] + pi[m],0.0,0.0,-0.0
HSERTA,homoserine O trans acetylase,accoa[c] + hom_L[c] <=> achms[c] + coa[c],0.8392182901,0.0,19.01544548843
FUMAC,fumarylacetoacetase,4fumacac[c] + h2o[c] --> acac[c] + fum[c] + h[c],0.0,0.0,22.4625878654
FUMm,fumarase mitochondrial,fum[m] + h2o[m] <=> mal_L[m],403.5453,403.5453,423.3663
FUMt2r,fumarate reversible transport via symport,fum[e] + h[e] <=> fum[c] + h[c],0.0,-48.144504528620004,-0.0
G12MT1g,Glycolipid 1 2 alpha D mannosyltransferase Golgi apparatus,gdpmann[g] + m2macchitppdol[g] --> gdp[g] + h[g] + m3macchitppdol[g],0.0,0.0,-0.0
G12MT2g,Glycolipid 1 2 alpha D mannosyltransferase Golgi apparatus,gdpmann[g] + m3macchitppdol[g] --> gdp[g] + h[g] + m4macchitppdol[g],0.0,0.0,-0.0
G13MTg,Glycolipid 1 3 alpha D mannosyltransferase Golgi apparatus,gdpmann[g] + macchitppdol[g] --> gdp[g] + h[g] + m1macchitppdol[g],0.0,0.0,-0.0
G16MTg,Glycolipid 1 6 alpha D mannosyltransferase Golgi apparatus,gdpmann[g] + m1macchitppdol[g] --> gdp[g] + h[g] + m2macchitppdol[g],0.0,0.0,-0.0
G3PD1irm,glycerol 3 phosphate dehydrogenase NAD mitochondrial,dhap[m] + h[m] + nadh[m] --> glyc3p[m] + nad[m],0.0,0.0,141.76332978648
G3PDm,glycerol 3 phosphate dehydrogenase FAD mitochondrial,glyc3p[m] + nad[m] --> dhap[m] + nadh[m],8.97255075286,0.0,141.76332978778998
RNDR1,ribonucleoside diphosphate reductase ADP ,adp[c] + trdrd[c] --> dadp[c] + h2o[c] + trdox[c],0.24236817834,0.0,12.556789506220001
G5SADrm,L glutamate 5 semialdehyde dehydratase reversible mitochondrial,glu5sa[m] <=> 1pyr5c[m] + h2o[m] + h[m],0.0,-360.82228665509,-0.0
G5SD,glutamate 5 semialdehyde dehydrogenase,glu5p[c] + h[c] + nadph[c] --> glu5sa[c] + nadp[c] + pi[c],0.0,0.0,243.03838654117
RNTR4,ribonucleoside triphosphate reductase UTP ,trdrd[c] + utp[c] --> dutp[c] + h2o[c] + trdox[c],0.0,0.0,12.32557787588
G6PDA,glucosamine 6 phosphate deaminase,gam6p[c] + h2o[c] --> f6p[c] + nh4[c],0.0,0.0,527.35713419998
G6PDH2,glucose 6 phosphate dehydrogenase,g6p[c] + nadp[c] --> 6pgl[c] + h[c] + nadph[c],253.66240727624,223.98673975865,257.37061687256
UMPK,UMP kinase,atp[c] + ump[c] <=> adp[c] + udp[c],1.2378972293,0.70356241884,35.13631720498
ATPS3m,ATP synthase mitochondrial,adp[m] + 3.0 h[c] + pi[m] --> atp[m] + h2o[m] + 2.0 h[m],2129.81628534485,1764.4132344396899,2510.72211556841
G6PI2,Glucose 6 phosphate isomerase,g6p_B[c] <=> f6p_B[c],0.0,0.0,-0.0
CYOOm,cytochrome c oxidase mitochondrial,4.0 focytc[m] + 6.0 h[m] + o2[m] --> 4.0 ficytc[m] + 2.0 h2o[m] + 6.0 h[c],989.6647190641199,812.6659555881799,1047.77587917494
GALIGH,1 alpha D Galactosyl myo inositol galactohydrolase,1Dgali[c] + h2o[c] <=> gal[c] + inost[c],0.0,0.0,-0.0
GALK,galactokinase,atp[c] + gal[c] --> adp[c] + gal1p[c] + h[c],0.0,0.0,-0.0
GALS3,a galactosidase melibiose ,h2o[c] + melib[c] --> gal[c] + glc_D[c],0.0,0.0,-0.0
GALT,galactose 1 phosphate uridylyltransferase,gal1p[c] + h[c] + utp[c] --> ppi[c] + udpgal[c],0.0,0.0,-0.0
GALU,UTP glucose 1 phosphate uridylyltransferase,g1p[c] + h[c] + utp[c] <=> ppi[c] + udpg[c],22.8992489979,21.845164328259997,549.2022985375199
GALt2,D galactose transport in via proton symport,gal[e] + h[e] --> gal[c] + h[c],0.0,0.0,-0.0
GAM6Pt,D glucosamine 6 phosphate reversible uniport,gam6p[e] <=> gam6p[c],0.0,-19.19111429802,-0.0
CYOR_u6m,ubiquinol 6 cytochrome c reductase,2.0 ficytc[m] + 1.5 h[m] + q6h2[m] --> 2.0 focytc[m] + 1.5 h[c] + q6[m],1979.3294381282399,1625.3319111751,2095.55175835563
GARFTi,phosphoribosylglycinamide formyltransferase irreversible,10fthf[c] + gar[c] --> fgam[c] + h[c] + thf[c],1.83441951222,1.7499785995,30.53864955056
FUM,fumarase,fum[c] + h2o[c] <=> mal_L[c],6.19560420857,-42.23409270454,379.12082347855
GAT2_SC,glycerol 3 phosphate acyltransferase glycerone phosphate yeast specific,0.02 dcacoa[c] + 0.06 ddcacoa[c] + dhap[c] + 0.17 hdcoa[c] + 0.09 ocdycacoa[c] + 0.24 odecoa[c] + 0.27 pmtcoa[c] + 0.05 stcoa[c] + 0.1 tdcoa[c] --> 0.01 1agly3p_SC[c] + coa[c],0.0,0.0,98.08892019774
GBEZ,1 4 alpha glucan branching enzyme,14glun[c] --> glycogen[c] + h2o[c],0.0,0.0,527.35713421292
GCALDt,Glycoaldehydye reversible transport,gcald[e] <=> gcald[c],0.0,0.0,-0.0
GCALDtm,glycoaldehyde mitochondrial transport,gcald[c] <=> gcald[m],0.0,0.0,-0.0
MDH,malate dehydrogenase,mal_L[c] + nad[c] <=> h[c] + nadh[c] + oaa[c],1076.29390964157,238.07880090851998,1447.4921665647598
MDHm,malate dehydrogenase mitochondrial,mal_L[m] + nad[m] <=> h[m] + nadh[m] + oaa[m],424.63430000000005,424.63430000000005,475.596
GCC2cm,glycine cleavage complex lipoamide mitochondrial,dhlam[m] + nad[m] --> h[m] + lpam[m] + nadh[m],30.09930862155,0.0,128.53247356559
GCCam,glycine cleavage complex lipoylprotein mitochondrial,gly[m] + h[m] + lpro[m] <=> alpro[m] + co2[m],0.0,0.0,81.64654208831999
GCCbim,glycine cleavage complex lipoylprotein irreversible mitochondrial,alpro[m] + thf[m] --> dhlpro[m] + mlthf[m] + nh4[m],0.0,0.0,81.64654208806
GCCcm,glycine cleavage complex lipoylprotein mitochondrial,dhlpro[m] + nad[m] <=> h[m] + lpro[m] + nadh[m],0.0,0.0,81.64654208806
GDPt3g,GDP Golgi transport via proton anitport,gdp[g] + h[c] <=> gdp[c] + h[g],0.0,0.0,-0.0
GDPtn,GDP nuclear transport,gdp[c] <=> gdp[n],0.0,0.0,-0.0
GF6PTA,glutamine fructose 6 phosphate transaminase,f6p[c] + gln_L[c] --> gam6p[c] + glu_L[c],20.92566502813,19.962427207090002,547.3195614170199
GGLGH,Galactosylglycerol galactohydrolase,ggl[c] + h2o[c] <=> gal[c] + glyc[c],0.0,0.0,-0.0
GHMT2r,glycine hydroxymethyltransferase reversible,ser_L[c] + thf[c] <=> gly[c] + h2o[c] + mlthf[c],-44.49602467906,-7478.3806249678,13.44670295615
GHMT2rm,glycine hydroxymethyltransferase reversible mitochondrial,ser_L[m] + thf[m] <=> gly[m] + h2o[m] + mlthf[m],30.09930862155,0.0,7468.9183868440705
GK1,guanylate kinase GMPATP ,atp[c] + gmp[c] --> adp[c] + gdp[c],0.22207099660000001,0.0,527.56898297254
GK2,guanylate kinase GMPdATP ,datp[c] + gmp[c] --> dadp[c] + gdp[c],0.0,0.0,527.56898297254
GLCP,glycogen phosphorylase,glycogen[c] + pi[c] --> g1p[c],0.0,0.0,527.35713421656
NADH2_u6cm,NADH dehydrogenase cytosolicmitochondrial,h[c] + nadh[c] + q6[m] --> nad[c] + q6h2[m],1084.0869677086,63.047760091120004,1260.48366260611
PPA,inorganic diphosphatase,h2o[c] + ppi[c] --> h[c] + 2.0 pi[c],308.90333249318,188.43602887733,721.71744844466
GLCtv,glucose transport vacuolar,glc_D[c] <=> glc_D[v],0.0,-8.315768883659999,-0.0
G6PDH2er,glucose 6 phosphate dehydrogenase endoplasmic reticulum,g6p[r] + nadp[r] --> 6pgl[r] + h[r] + nadph[r],5.24187396575,5.0005831274400006,10.017345647199999
GLNTRS,Glutaminyl tRNA synthetase,atp[c] + gln_L[c] + trnagln[c] --> amp[c] + glntrna[c] + ppi[c],0.0,0.0,-0.0
GLNt2n,glutamine nuclear transport via proton symport,gln_L[c] + h[c] <=> gln_L[n] + h[n],0.0,0.0,-0.0
GLNt2r,L glutamine reversible transport via proton symport,gln_L[e] + h[e] <=> gln_L[c] + h[c],0.0,-27.512498728430003,-0.0
GND,phosphogluconate dehydrogenase,6pgc[c] + nadp[c] --> co2[c] + nadph[c] + ru5p_D[c],258.90428124199,232.91778008946,262.3712
GLUCYS,gamma glutamylcysteine synthetase,atp[c] + cys_L[c] + glu_L[c] --> adp[c] + glucys[c] + h[c] + pi[c],0.0,0.0,-0.0
GLUDC,Glutamate Decarboxylase,glu_L[c] + h[c] --> 4abut[c] + co2[c],0.0,0.0,87.10790668959
GLUDxi,glutamate dehydrogenase NAD ,glu_L[c] + h2o[c] + nad[c] --> akg[c] + h[c] + nadh[c] + nh4[c],141.21365292585,0.0,721.64457331419
PGL,6 phosphogluconolactonase,6pgl[c] + h2o[c] --> 6pgc[c] + h[c],258.90428124199,232.91778008946,262.3712
PGMT,phosphoglucomutase,g1p[c] <=> g6p[c],-22.8992489979,-285.52373143665,-21.845164328259997
GLUN,glutaminase,gln_L[c] + h2o[c] --> glu_L[c] + nh4[c],0.0,0.0,527.35713421679
GLUPRT,glutamine phosphoribosyldiphosphate amidotransferase,gln_L[c] + h2o[c] + prpp[c] --> glu_L[c] + ppi[c] + pram[c],1.83441951222,1.7499785995100001,30.53864955087
GLUSx,glutamate synthase NADH2 ,akg[c] + gln_L[c] + h[c] + nadh[c] --> 2.0 glu_L[c] + nad[c],0.0,0.0,527.35713421679
GLUTRS,Glutamyl tRNA synthetase,atp[c] + glu_L[c] + trnaglu[c] --> amp[c] + glutrna[c] + ppi[c],0.0,0.0,-0.0
GLUTRSm,glutamyl tRNA synthetase mitochondrial,atp[m] + glu_L[m] + trnaglu[m] --> amp[m] + glutrna[m] + ppi[m],0.0,0.0,-0.0
GLUt2m,L glutamate reversible transport via proton symport mitochondrial,glu_L[m] + h[m] <=> glu_L[c] + h[c],9.25454889357,-84.99265996358,396.88050148094
GLUt2n,glutamate nuclear transport via proton symport,glu_L[c] + h[c] <=> glu_L[n] + h[n],0.0,0.0,-0.0
GLUt2r,L glutamate transport via proton symport reversible,glu_L[e] + h[e] <=> glu_L[c] + h[c],0.0,-28.60752355343,-0.0
GLXtp,glyoxylate transport peroxisomal,glx[c] <=> glx[x],0.0,0.0,-0.0
GLYC3Ptm,glycerol 3 phosphate shuttle,glyc3p[c] --> glyc3p[m],8.97255075286,-1.6e-10,141.76332978853998
GLYCLm,glycine cleavage system mitochondrial,gly[m] + nad[m] + thf[m] --> co2[m] + mlthf[m] + nadh[m] + nh4[m],0.0,0.0,81.64654208833
GLYCt,glycerol transport via channel,glyc[c] <=> glyc[e],0.0,0.0,20.75462229921
GLYGS,glycogen starch synthase,h2o[c] + udpg[c] --> 14glun[c] + h[c] + udp[c],0.0,0.0,527.35713421572
GLYK,glycerol kinase,atp[c] + glyc[c] --> adp[c] + glyc3p[c] + h[c],0.0,0.0,154.94089283505
GLYOX,hydroxyacylglutathione hydrolase,h2o[c] + lgt_S[c] --> gthrd[c] + h[c] + lac_D[c],0.0,0.0,-0.0
GLYOXm,hydroxyacylglutathione hydrolase mitochondrial,h2o[m] + lgt_S[m] --> gthrd[m] + h[m] + lac_D[m],0.0,0.0,-0.0
GLYTRS,Glycyl tRNA synthetase,atp[c] + gly[c] + trnagly[c] --> amp[c] + glytrna[c] + ppi[c],0.0,0.0,-0.0
GLYt2m,glycine mitochondrial transport via proton symport,gly[m] + h[m] --> gly[c] + h[c],0.0,0.0,7449.0528368462
GLYt2r,glycine reversible transport via proton symport,gly[e] + h[e] <=> gly[c] + h[c],0.0,-91.92928504577999,-0.0
GMPS2,GMP synthase,atp[c] + gln_L[c] + h2o[c] + xmp[c] --> amp[c] + glu_L[c] + gmp[c] + 2.0 h[c] + ppi[c],0.8778604648099999,0.83745131174,26.171481748479998
RPE,ribulose 5 phosphate 3 epimerase,ru5p_D[c] <=> xu5p_D[c],168.53876228853,140.59998008946,170.0534
GNNUC,gnnuc,gsn[c] + h2o[c] --> gua[c] + rib_D[c],0.0,0.0,527.35713420994
GRTT,geranyltranstransferase,grdp[c] + ipdp[c] --> frdp[c] + ppi[c],5.457826535030001,5.20659509593,10.44124089558
GSNK,guanosine kinase,atp[c] + gsn[c] --> adp[c] + gmp[c] + h[c],0.0,0.0,527.35713421554
GSNt2,guanosine transport in via proton symport,gsn[e] + h[e] --> gsn[c] + h[c],0.0,0.0,-0.0
GSNt2m,guanosine mitochondrial transport via proton symport,gsn[c] + h[c] <=> gsn[m] + h[m],0.0,0.0,-0.0
GTHO,glutathione oxidoreductase,gthox[c] + h[c] + nadph[c] --> 2.0 gthrd[c] + nadp[c],0.0,0.0,217.52109678210002
GTHOXti,oxidized glutathione irreversible uniport,gthox[e] --> gthox[c],0.0,0.0,-0.0
GTHP,glutathione peridoxase,2.0 gthrd[c] + h2o2[c] <=> gthox[c] + 2.0 h2o[c],0.0,0.0,217.52109678210002
GTHS,glutathione synthetase,atp[c] + glucys[c] + gly[c] --> adp[c] + gthrd[c] + h[c] + pi[c],0.0,0.0,-0.0
GTMLT,g glutamyltransferase,ala_L[c] + gthrd[c] --> cgly[c] + gluala[c],0.0,0.0,-0.0
GTPCII,GTP cyclohydrolase II,gtp[c] + 3.0 h2o[c] --> 25dhpp[c] + for[c] + 2.0 h[c] + ppi[c],0.0,0.0,-0.0
GUAPRT,guanine phosphoribosyltransferase,gua[c] + prpp[c] --> gmp[c] + ppi[c],0.0,0.0,263.67856710777
GUAt2r,guanine reversible transport via proton symport,gua[e] + h[e] <=> gua[c] + h[c],0.0,-25.33403043722,-0.0
GUAtm,guanine mitochondrial transport via diffusion,gua[c] <=> gua[m],0.0,0.0,-0.0
RPI,ribose 5 phosphate isomerase,r5p[c] <=> ru5p_D[c],-90.36551895346,-92.3178,-81.70335190259999
H2Oter,H2O endoplasmic reticulum transport,h2o[c] <=> h2o[r],-2.72891326751,-5.2206204478,-2.60329754796
H2Otm,H2O transport mitochondrial,h2o[c] <=> h2o[m],-3316.2223982863297,-10000.0,-2550.94716315206
TKT2,transketolase,e4p[c] + xu5p_D[c] <=> f6p[c] + g3p[c],83.074,62.2361,83.074
H2Otp,H2O transport peroxisomal,h2o[c] <=> h2o[x],281.86836273359,281.8682988949,743.26248854658
H2Otv,H2O transport vacuolar,h2o[c] <=> h2o[v],0.0,0.0,4.157884441829999
HACD10p,3 hydroxyacyl CoA dehydrogenase 3 oxohexacosyl CoA peroxisomal,3hxccoa[x] + nad[x] <=> 3ohxccoa[x] + h[x] + nadh[x],0.0,0.0,-0.0
HACD4p,3 hydroxyacyl CoA dehydrogenase 3 oxodecanoyl CoA peroxisomal,3odcoa[x] + h[x] + nadh[x] <=> 3hdcoa[x] + nad[x],0.0,-26.977367226650003,-0.0
HACD5p,3 hydroxyacyl CoA dehydrogenase 3 oxodecanoyl CoA peroxisomal,3oddcoa[x] + h[x] + nadh[x] <=> 3hddcoa[x] + nad[x],0.0,-26.977367226650003,-0.0
HACD6p,3 Hydroxyacyl CoA dehydrogenase 3 oxotetradecanoyl CoA peroxisomal,3otdcoa[x] + h[x] + nadh[x] <=> 3htdcoa[x] + nad[x],0.0,-26.977367226650003,-0.0
HACD7p,3 hydroxyacyl CoA dehydrogenase 3 oxohexadecanoyl CoA peroxisomal,3ohdcoa[x] + h[x] + nadh[x] <=> 3hhdcoa[x] + nad[x],0.0,-23.373103589080003,-0.0
HACD8p,3 hydroxyacyl CoA dehydrogenase 3 oxooctadecanoyl CoA peroxisomal,3ohodcoa[x] + h[x] + nadh[x] <=> 3hodcoa[x] + nad[x],0.0,-20.61841638037,-0.0
AGAT_SC,1 Acyl glycerol 3 phosphate acyltransferase yeast specific,0.01 1ag3p_SC[c] + 0.02 dcacoa[c] + 0.06 ddcacoa[c] + 0.17 hdcoa[c] + 0.09 ocdycacoa[c] + 0.24 odecoa[c] + 0.27 pmtcoa[c] + 0.05 stcoa[c] + 0.1 tdcoa[c] --> coa[c] + 0.01 pa_SC[c],7.0239125836000005,6.70059199886,94.6973861031
HBZOPT6,Hydroxybenzoate octaprenyltransferase,4hbz[c] + octdp_5[c] --> 3ophb_5[c] + ppi[c],0.0,0.0,-0.0
HBZOPT6m,Hydroxybenzoate octaprenyltransferase mitochondrial,4hbz[m] + octdp_5[m] --> 3ophb_5[m] + ppi[m],0.0,0.0,-0.0
DAGPYP_SC,diacylglycerol pyrophosphate phosphatase yeast specific,h2o[c] + 0.01 pa_SC[c] --> 0.01 12dgr_SC[c] + pi[c],1.6683863308300002,1.59158815922,528.94872237536
HCO3E,HCO3 equilibration reaction,co2[c] + h2o[c] <=> h[c] + hco3[c],68.89215071679,65.72084067619001,768.8637936520299
HCO3Em,HCO3 equilibration reaction,co2[m] + h2o[m] <=> h[m] + hco3[m],0.0,0.0,-0.0
HCO3En,HCO3 equilibrium reaction nuclear,co2[n] + h2o[n] <=> h[n] + hco3[n],0.0,0.0,-0.0
HCYSMT,homocysteine S methyltransferase,amet[c] + hcys_L[c] --> ahcys[c] + h[c] + met_L[c],0.0,0.0,175.78571140544
HCYSt2p,Homocysteine peroxisomal transport via proton symport,h[c] + hcys_L[c] <=> h[x] + hcys_L[x],0.0,-153.22487379068002,-0.0
HDCAt,Hexadecanoate n C160 transport in via uniport,hdca[e] --> hdca[c],0.0,0.0,-0.0
HDCEAt,hexadecenoate n C161 transport in via uniport,hdcea[e] --> hdcea[c],0.0,0.0,-0.0
HETZK,hydroxyethylthiazole kinase,4mhetz[c] + atp[c] --> 4mpetz[c] + adp[c] + h[c],0.0,0.0,175.78571140544
HEX1,hexokinase D glucoseATP ,atp[c] + glc_D[c] --> adp[c] + g6p[c] + h[c],0.0,0.0,351.57142281089
HEX4,hexokinase D mannoseATP ,atp[c] + man[c] --> adp[c] + h[c] + man6p[c],0.0,0.0,-0.0
DASYN_SC,CDP Diacylglycerol synthetase yeast specific,ctp[c] + h[c] + 0.01 pa_SC[c] <=> 0.01 cdpdag_SC[c] + ppi[c],4.94205467518,0.74807377348,4.9425492560599995
HGNTOR,Homogentisateoxygen 1 2 oxidoreductase decyclizing ,hgentis[c] + o2[c] --> 4mlacac[c] + h[c],0.0,0.0,22.4625878654
GAT1_SC,glycerol 3 phosphate acyltransferase glycerol 3 phosphate yeast specific,0.02 dcacoa[c] + 0.06 ddcacoa[c] + glyc3p[c] + 0.17 hdcoa[c] + 0.09 ocdycacoa[c] + 0.24 odecoa[c] + 0.27 pmtcoa[c] + 0.05 stcoa[c] + 0.1 tdcoa[c] --> 0.01 1ag3p_SC[c] + coa[c],7.0239125836000005,0.0,161.64195664882
HISTD,histidinol dehydrogenase,h2o[c] + histd[c] + 2.0 nad[c] --> 3.0 h[c] + his_L[c] + 2.0 nadh[c],1.02229582149,0.97523810561,16.7308702817
HISTP,histidinol phosphatase,h2o[c] + hisp[c] --> histd[c] + pi[c],1.02229582149,0.97523810561,16.7308702817
HISTRS,Histidyl tRNA synthetase,atp[c] + his_L[c] + trnahis[c] --> amp[c] + histrna[c] + ppi[c],0.0,0.0,-0.0
HISTRSm,histidyl tRNA synthetase mitochondrial,atp[m] + his_L[m] + trnahis[m] --> amp[m] + histrna[m] + ppi[m],0.0,0.0,-0.0
HISt2m,histidine mitochondrial transport via proton symport,h[m] + his_L[m] <=> h[c] + his_L[c],0.0,0.0,-0.0
HISt2r,L histidine reversible transport via proton symport,h[e] + his_L[e] <=> h[c] + his_L[c],0.0,-15.74096464597,-0.0
HKYNH,3 Hydroxy L kynurenine hydrolase,h2o[c] + hLkynr[c] --> 3hanthrn[c] + ala_L[c],0.0,0.0,-0.0
HMBS,hydroxymethylbilane synthase,h2o[c] + 4.0 ppbng[c] --> hmbil[c] + 4.0 nh4[c],0.0,0.0,-0.0
HMGCOAR,Hydroxymethylglutaryl CoA reductase,coa[c] + mev_R[c] + 2.0 nadp[c] <=> 2.0 h[c] + hmgcoa[c] + 2.0 nadph[c],-16.37347960509,-31.32372268679,-15.61978528778
HMGCOAS,Hydroxymethylglutaryl CoA synthase,coa[c] + h[c] + hmgcoa[c] <=> aacoa[c] + accoa[c] + h2o[c],-16.37347960509,-31.32372268679,48.589000360389996
HMGCOASm,Hydroxymethylglutaryl CoA synthase mitochondrial,coa[m] + h[m] + hmgcoa[m] <=> aacoa[m] + accoa[m] + h2o[m],0.0,0.0,-0.0
HMGCOAtm,Hydroxymethylglutaryl CoA reversible mitochondrial transport,hmgcoa[c] <=> hmgcoa[m],0.0,0.0,-0.0
HMPK1,hydroxymethylpyrimidine kinase ATP ,4ahmmp[c] + atp[c] --> 4ampm[c] + adp[c] + h[c],0.0,0.0,175.78571140568
HPPKm,2 amino 4 hydroxy 6 hydroxymethyldihydropteridine diphosphokinase mitochondrial,2ahhmp[m] + atp[m] --> 2ahhmd[m] + amp[m] + h[m],0.0,0.0,-0.0
HPROa,L hydroxyproline reductase NAD ,1p3h5c[c] + 2.0 h[c] + nadh[c] --> 4hpro_LT[c] + nad[c],0.0,0.0,-0.0
HPROb,L hydroxyproline reductase NADP ,1p3h5c[c] + 2.0 h[c] + nadph[c] --> 4hpro_LT[c] + nadp[c],0.0,0.0,-0.0
HPROxm,L hydroxyproline dehydrogenase NAD mitochondrial,4hpro_LT[m] + nad[m] --> 1p3h5c[m] + 2.0 h[m] + nadh[m],0.0,0.0,-0.0
HPROym,L hydroxyproline dehydrogenase NADP mitochondrial,4hpro_LT[m] + nadp[m] --> 1p3h5c[m] + 2.0 h[m] + nadph[m],0.0,0.0,-0.0
HSDxi,homoserine dehydrogenase NADH irreversible,aspsa[c] + h[c] + nadh[c] --> hom_L[c] + nad[c],13.78560745136,0.0,153.99561387463
MFAPS_SC,methylene fatty acyl phospholipid synthase yeast specific,amet[c] + 0.01 ptdmeeta_SC[c] --> ahcys[c] + h[c] + 0.01 ptd2meeta_SC[c],2.47002930275,2.35633037656,2.47002930275
PETOHM_SC,phosphatidylethanolamine N methyltransferase yeast specific,amet[c] + 0.01 pe_SC[c] --> ahcys[c] + h[c] + 0.01 ptdmeeta_SC[c],2.47002930275,2.35633037656,2.47002930275
HSK,homoserine kinase,atp[c] + hom_L[c] --> adp[c] + h[c] + phom[c],12.946389161259999,5.45002810139,153.83940160327
HSTPT,histidinol phosphate transaminase,glu_L[c] + imacp[c] --> akg[c] + hisp[c],1.02229582149,0.97523810561,16.7308702817
HXANt2r,hypoxanthine reversible transport via proton symport,h[e] + hxan[e] <=> h[c] + hxan[c],0.0,-27.09521971848,-0.0
HXPRT,hypoxanthine phosphoribosyltransferase Hypoxanthine ,hxan[c] + prpp[c] --> imp[c] + ppi[c],0.0,0.0,263.67856710527
HYPOE,hypothetical enyme,h2o[c] + pyam5p[c] --> pi[c] + pydam[c],0.0,0.0,527.35713421045
PINOS_SC,phosphatidylinositol synthase yeast specific,0.01 cdpdag_SC[c] + inost[c] --> cmp[c] + h[c] + 0.01 ptd1ino_SC[c],0.53466152274,0.51005030013,0.53466152274
ICDHy,isocitrate dehydrogenase NADP ,icit[c] + nadp[c] --> akg[c] + co2[c] + nadph[c],0.0,0.0,107.60417496938001
PMETM_SC,Phosphatidyl N methylethanolamine N methyltransferase yeast specific,amet[c] + 0.01 ptd2meeta_SC[c] --> ahcys[c] + h[c] + 0.01 pc_SC[c],2.47002930275,2.35633037656,2.47002930275
ICDHyp,Isocitrate dehydrogenase NADP ,icit[x] + nadp[x] --> akg[x] + co2[x] + nadph[x],0.0,0.0,97.85752392401
ICL,Isocitrate lyase,icit[c] --> glx[c] + succ[c],403.5453,354.773,421.84860000000003
ID3ACALDtm,indole 3 acetaldehyde mitochondrial transport via diffusion,id3acald[c] <=> id3acald[m],0.0,0.0,-0.0
IG3PS,Imidazole glycerol 3 phosphate synthase,gln_L[c] + prlp[c] --> aicar[c] + eig3p[c] + glu_L[c] + h[c],1.02229582149,0.97523810561,16.73087028167
IGPDH,imidazoleglycerol phosphate dehydratase,eig3p[c] --> h2o[c] + imacp[c],1.02229582149,0.97523810561,16.73087028167
PSERDm_SC,phosphatidylserine decarboxylase yeast specific mitochondrial,h[m] + 0.01 ps_SC[m] --> co2[m] + 0.01 pe_SC[m],4.157884441829999,0.0,4.157884441829999
PSERS_SC,phosphatidylserine synthase yeast specific,0.01 cdpdag_SC[c] + ser_L[c] <=> cmp[c] + h[c] + 0.01 ps_SC[c],4.40739315244,0.23802347333999999,4.40788773335
ILETAm,isoleucine transaminase mitochondrial,akg[m] + ile_L[m] <=> 3mop[m] + glu_L[m],0.0,0.0,-0.0
ILETRS,Isoleucyl tRNA synthetase,atp[c] + ile_L[c] + trnaile[c] --> amp[c] + iletrna[c] + ppi[c],0.0,0.0,-0.0
ILETRSm,isoleucyl tRNA synthetase mitochondrial,atp[m] + ile_L[m] + trnaile[m] --> amp[m] + iletrna[m] + ppi[m],0.0,0.0,-0.0
ILEt2r,L isoleucine reversible transport via proton symport,h[e] + ile_L[e] <=> h[c] + ile_L[c],0.0,-19.834814600170002,-0.0
IMPC,IMP cyclohydrolase,h2o[c] + imp[c] <=> fprica[c],-2.85671533371,-31.513887656469997,-2.72521670512
IMPD,IMP dehydrogenase,h2o[c] + imp[c] + nad[c] --> h[c] + nadh[c] + xmp[c],0.8778604648099999,0.83745131174,29.62612226309
IND3ACtm,indole 3 acetate mitochondrial transport via diffusion,ind3ac[c] <=> ind3ac[m],0.0,0.0,-0.0
INDPYRD,Indole 3 pyruvate decarboxylase,h[c] + indpyr[c] <=> co2[c] + id3acald[c],0.0,0.0,-0.0
INSK,insosine kinase,atp[c] + ins[c] --> adp[c] + h[c] + imp[c],0.0,0.0,527.35713421683
ASPCTn,aspartate carbamoyltransferase nuclear,asp_L[n] + cbp[n] --> cbasp[n] + h[n] + pi[n],2.00316457293,1.9109560875199998,28.39043357875
INSt2,inosine transport in via proton symport,h[e] + ins[e] --> h[c] + ins[c],0.0,0.0,-0.0
